bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_6.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0
-0.5954157851193204,-0.21187773385949135,-0.8227699016696779,0.9231925888646514,-0.06349173633710499,-0.8439078768578584,0.8451531628040742,-1.9975158550008791,0.7404775191977184,-0.008786799123098547,-0.7584269041525922,0.307454844111715,-0.29175411242555815,1.7482817741151102,-0.9749482233700217,-0.2598726340899815,1.6101603197837822,0.14641410710254432,0.3085128304893953,-0.2662258114433098,-0.8064297589123696,-0.4602563428336844,-0.4152366923892584,1.1168569746266945,-0.7156385715631864,-0.34810094204950287,0.038434275070928454,-0.15398633853485869,0.2763204905732722,0.044889335063269,0.5438111429541697,-0.8065005702092021,-0.8054991781735009,-0.057743268963597834,0.24816844124704399,1.514918433950101,-2.0082015399396544,-0.2744405705379551,-2.0016142627058664,2.0233357203793267,-1.920522132033128,-0.4052097059247909,-0.3913565750627546,-0.3116086532269058,-0.3949773457262147,-0.7815325432204249,2.068274678748151,-0.11267393587901302,-0.4004216514706497,-1.1246324827861065,0.2356663970364339,-0.06436884683613699,-0.4100826778336488,1.1210883107953034,-0.0983525210163639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5601004814415856,-0.21187773385949135,-0.8882769206889726,0.9731356495382207,0.103416913364372,-0.8089481825258136,0.8936168573153248,-1.9833415539168093,0.7796202716210946,0.15669486035389488,-0.7470728349167184,0.2939064295004437,-0.303277655453919,1.7881078609990286,-0.9749482233700217,-0.25692036157984294,1.63483933890101,0.16046332034729427,0.31728870865874176,-0.2053036468145521,-0.8029686454488257,-0.4602563428336844,-0.3162622331196625,1.4073405616099857,-0.7662167609757203,-0.6368261323868579,0.6745230047754162,0.25343638990112427,0.502732878512708,0.6812280862324624,0.6141989107998157,-0.6773246981436039,-0.6749641799045751,-0.05138043253491699,0.31267728644758974,0.5988690618119695,-1.3293536895863378,0.031629260420339554,-1.4607814578378417,0.7387433566572464,-1.2415702766420327,-0.3964109494989764,-0.3957039062890824,-0.4264564128552098,-0.38998074384788645,-0.7198267483702028,1.7046681142335232,-0.09628729442418886,-0.8331802507737565,-1.1569412633291027,-0.4705151866568084,-0.06436884683613699,-0.7745533450562337,1.3874959504754014,0.7164237556187328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6660463924747898,-0.8655399032373591,-1.019290958727562,0.723420346170374,-0.5880617782560327,-0.7157223309736942,0.4453276830862555,-1.2888008007973824,0.613263573821746,-0.33975011807708544,-0.7130106272090969,0.14293838097485007,-0.33208651302482106,1.4296730790437615,-0.9749482233700217,-0.3277749018231683,1.326351599935661,-0.06432409156870467,0.22514198788060416,-0.17484256450017324,-0.7276894276167488,-0.4602563428336844,-1.8247160446435964,-0.9025407680938536,-0.7156385715631864,4.809579524374303,4.563731812090094e-16,1.3781303043581234,-2.264788793981024,0.0,0.3237341041171892,0.0,8.267065117571846e-16,-0.27195876214735715,0.010544814809370369,2.125618015375522,-1.4424949979785573,-0.33565453672961404,-1.731197860271854,2.1585559691921774,-1.6489413898766898,-0.4104413968523416,-0.5261238420355555,-0.5674106707125173,-0.3534538675677039,-0.9196359889551234,2.677032410715976,-0.3202328701453733,-0.8066056340510886,-1.2106295932540112,-0.23435432808996243,-0.06436884683613699,-0.5461201912810474,0.13103385287261043,3.3285579234539573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5601004814415856,-0.21187773385949135,-0.8882769206889726,0.9512181912570141,0.031884634920881866,-0.8089481825258136,0.8572690864318868,-1.9691672528327393,0.7698345835152506,0.10153430719489707,-0.7470728349167184,0.2939064295004437,-0.29751588393973855,1.7482817741151102,-0.9749482233700217,-0.25692036157984294,1.6101603197837822,0.14641410710254432,0.31290076957406854,-0.7536031284733713,-0.8098908723759133,-0.4602563428336844,0.004055426437096187,-0.0035714151333924374,-0.7806676722364442,-0.7716432722841244,0.24560544435393422,-1.0935865687107378,0.30007754018424926,0.2525767078623045,0.5831545239308937,-0.8494064234973985,-0.8475348966081241,-0.05350137818081947,0.30863344839507056,1.8202682246628115,-1.4424949979785573,-0.39686850292127296,-1.4607814578378417,0.8739636054700971,-1.1057799055638136,-0.3956975369700536,-0.40005123746324217,-0.34244500663149163,-0.38498414403711706,-0.7756558010888066,1.7932521500926366,-0.09487163670682097,-0.8849062383328727,-1.1109965682628618,-0.835117354658108,-0.06436884683613699,-0.9325262624216297,1.996026168492913,-0.5131247415612247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5424428296027183,-0.33443939061784156,-0.8882769206889726,0.9508588886622402,0.05572872773537858,-0.7856417196377837,0.8451531628040742,-1.9549929517486693,0.7796202716210946,0.15669486035389488,-0.7243646964449707,0.28422899049239286,-0.303277655453919,1.7084556872311916,-0.9749482233700217,-0.2598726340899815,1.597820810225168,0.13938950048016938,0.31290076957406854,-0.1443814821857944,-0.7977769752535101,-0.19513200900590416,-1.8247160446435964,-0.9025407680938536,-0.7060046307227039,4.406641432710714,4.563731812090094e-16,0.19406804727286456,-2.264788793981024,0.0,0.5757776399516524,0.0,8.267065117571846e-16,-0.07258988746686199,0.3109442129965101,1.8202682246628115,-1.3293536895863378,0.3376990913786342,-0.5143240493187983,0.9415737298765223,-1.513151018798471,-0.3902280428174119,-0.45221921176183144,-0.5580178990326425,-0.3653423324660072,-0.7903476567704566,2.2217516708068805,-0.09524058081852614,-0.7052238095920731,-1.0501755433906628,-0.5531818173879287,-0.06436884683613699,-0.8086004544381186,1.2470375614509144,0.852423414647821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6660463924747898,-0.7021243608928921,-0.9537839397082672,0.777315735386456,-0.46884131418354913,-0.7623352567497539,0.5543709957365697,-1.3171494029655222,0.6426206381392782,-0.2570092883385887,-0.7357187656808446,0.1564867955861213,-0.3205629699964602,1.4296730790437615,-0.9749482233700217,-0.32482262931302974,1.351030619052889,-0.04325027170157977,0.21636610971125772,-0.2053036468145521,-0.7175945133711534,-0.4602563428336844,-0.39616282952853954,1.2441341695874741,-0.7132300863530658,-0.3973119405247652,-0.013488695811194683,0.2106370169128296,0.44281668682145525,-0.006745369935158844,0.3301888775990254,-1.1368533260062752,-1.137465230525284,-0.2698378167559681,0.0028422659838545027,-0.31718031032616206,-1.3293536895863378,-1.13143609722118,-1.4607814578378417,1.6852850983472005,-1.3773606477202518,-0.40734994351155934,-0.5174291796350681,-0.5111102722227009,-0.36120721424051044,-0.8726220501391556,2.56372724868558,-0.25386938901409456,-0.5859917263126487,-1.204348442083006,-0.2650735908286939,-0.06436884683613699,-0.7010391261396429,1.2363629626170496,0.7538232202393247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6307310887970551,-0.6204165897206586,-0.9537839397082672,0.8085750611317836,-0.397309035740059,-0.7623352567497539,0.5907187666200077,-1.9549929517486693,0.6621920143509662,-0.174268458600092,-0.7243646964449707,0.164228746792562,-0.31480119848227983,1.4296730790437615,-0.9435087361137411,-0.32187035680289117,1.3386911094942748,-0.02920105845682984,0.22075404879593094,-0.2662258114433098,-0.7325926717016394,-0.4602563428336844,0.22551362464312866,-0.6897383804560514,-0.7469488792947551,1.8780897828533964,4.563731812090094e-16,-1.3972840710875494,-1.0546116299745436,0.0,0.3332625791340945,0.0,8.267065117571846e-16,-0.28044254396742707,0.024601966057768845,2.712050945709792e-16,4.0195867396242404e-16,0.0,9.60712051899337e-16,0.0,0.0,-0.39974020891849943,-0.5261238420355555,-0.8985735980734361,-0.3608626203658661,-0.8931906483050281,2.568877483716616,-0.25232098354682536,1.0147655600322258,-0.9141323639157422,2.5295795866190094,-0.06436884683613699,-0.4356729079275964,-0.5108783298376299,-0.574656688186354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6483887406359224,-0.6612704753067754,-0.9537839397082672,0.7942029573408284,-0.4211531285545557,-0.7623352567497539,0.578602842992195,-1.9408186506645995,0.6524063262451222,-0.22942901175908978,-0.7357187656808446,0.1564867955861213,-0.31480119848227983,1.4296730790437615,-0.9435087361137411,-0.32187035680289117,1.3386911094942748,-0.03622566507920481,0.21636610971125772,-0.2662258114433098,-0.7325926717016394,-0.4602563428336844,-1.2805248391490793,-0.2017370824684462,-0.7421319088745137,2.2774352411100325,-0.049164822480032164,-0.2349145994879381,-1.1942014868522737,-0.03781781557599714,0.3332625791340945,-1.0356814944654282,-1.0333160418370317,-0.28044254396742707,0.024601966057768845,-1.5385794731770042,-0.650505839233021,-1.3762919619878158,-0.7847404517528106,1.0091838542829477,-0.1552473080162803,-0.39974020891849943,-0.5261238420355555,-0.9269912732100101,-0.3608626203658661,-0.8931906483050281,2.568877483716616,-0.25232098354682536,1.5940755452245574,-1.1323280258716568,2.4337891304080905,-0.06436884683613699,0.06353630819340537,-0.38662514532843184,-0.40737339472795275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6130734369581877,0.03324557965720903,-0.8227699016696779,0.9648716898584215,0.05572872773537858,-0.9021740340779331,0.966312399082201,-2.0400387582530892,0.7600488954094065,0.018793477456400358,-0.8038431810960873,0.3442291123423083,-0.2687070263688365,1.8279339478829473,-0.9749482233700217,-0.23920672651901162,1.6224998293423962,0.12534028723541943,0.3480042822514543,-0.35760905838644635,-0.41503551142149847,-0.4602563428336844,-0.30191314845949213,1.319724621277732,-0.69155371946198,-0.5130300515378372,0.020833333282465935,0.29278145234292263,0.42656963346115023,0.029595358229295505,-0.501554791060432,-0.7927818111515986,-0.7874131867336139,0.035578331820712274,0.14610967127310576,0.29351927109925896,-1.2162123811941183,-0.0907986719629783,-2.1368224639228726,1.2796243519086488,-1.513151018798471,-0.24873455601195482,0.021639887943127864,-0.6710691416050374,-0.5274734248456551,-0.4024826605690604,1.4739376041255934,0.03773893788496615,-0.8920635099577254,-1.2071342930609856,-0.8325233085701936,-0.06436884683613699,-0.900854023254887,1.5700111054855883,0.18064990474624265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6130734369581877,-0.1301699626872579,-0.8227699016696779,0.9504995860674663,-0.015803550708111562,-0.8672143397458882,0.8936168573153248,-2.025864457169019,0.7502632073035624,0.018793477456400358,-0.7811350426243397,0.3326161855326472,-0.2802305693971973,1.7881078609990286,-1.0063877106263024,-0.25101581655956584,1.63483933890101,0.14641410710254432,0.321676647743415,-0.29668689375768864,-0.42253459070788046,-0.4602563428336844,-0.37412679005075494,0.6907662703822711,-0.6650603821506527,-0.25193519047930985,0.05642794234467556,-0.6554384938105966,0.39862035665472806,0.0603838072635828,-0.5273738849877765,-0.8051599726512649,-0.8064222315942494,0.0843600778587698,0.21119620762401142,4.873766131789917,-2.0082015399396544,-0.39686850292127296,-2.5424470675738915,2.2261660935986027,-2.056312503111347,-0.24992357784470942,-0.004444099206166772,-0.5285732545277879,-0.4888789894527242,-0.49651053855360033,1.6047535630366097,0.045751286640370516,-0.4695908011166499,-1.1434943064689036,-0.10729545669021771,-0.06436884683613699,-0.7361322448389731,1.4505262400311394,-0.3075250231329333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
