"study_id","site_id","latitude","longitude","startDate","endDate","refYear"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Arroyo Claro",-41.945183,-71.520683,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Miguel",-42.01035,-71.52805,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Marcelino",-42.115781,-71.43862,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Valle del Medio",-41.99975,-71.552483,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Omar",-42.125874,-71.42318,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","El Inca",-41.895272,-71.549982,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Nelson",-41.924705,-71.514139,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","CEPA",-42.114368,-71.560604,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Silva",-42.046983,-71.510317,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Andrea",-42.127667,-71.581217,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Ines",-42.066017,-71.504517,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Tranquerita",-42.095833,-71.518417,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Hernan",-41.902983,-71.536111,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","El Chucao",-42.028397,-71.589024,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","El Monje",-42.099967,-71.452717,"2014-01-01","2014-02-01","2014"
"Agustin_Saez_Rubus_idaeus_Argentina_2014","Las Acacias",-42.088268,-71.485892,"2014-01-01","2014-02-01","2014"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","Banes",38.9353685460705,-121.999833407943,"2008-02-01","2008-03-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","Fullbelly",38.8700469835644,-122.230514053249,"2008-02-01","2008-02-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","KB 1",39.0508200265341,-122.160076791978,"2008-02-01","2008-03-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","KB 2",39.0833445470705,-122.179251071592,"2008-03-01","2008-03-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","Lowrey",38.9033558925554,-122.241829261132,"2008-02-01","2008-02-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","Nickels",38.96204762474,-122.075865193839,"2008-02-01","2008-03-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","TMueller 1",38.7798940585472,-122.169675982595,"2008-03-01","2008-03-01","2008"
"Alexandra_Maria_Klein_Prunus_dulcis_USA_2008","TMueller 2",38.8108052061428,-122.18079576817,"2008-03-01","2008-03-01","2008"
"Alice_Classen_Coffea_arabica_Tanzania_2011_2012","HOM1",-3.185998687,37.25462826,"2011-10-01","2012-04-01","2012"
"Alice_Classen_Coffea_arabica_Tanzania_2011_2012","HOM2",-3.269033234,37.3091989,"2011-09-01","2012-03-01","2012"
"Alice_Classen_Coffea_arabica_Tanzania_2011_2012","HOM4",-3.33711016,37.49247115,"2011-10-01","2012-04-01","2012"
"Alice_Classen_Coffea_arabica_Tanzania_2011_2012","HOM5",-3.272943714,37.60442755,"2011-10-01","2012-04-01","2012"
"Ana_Montero_Castano_Vaccinium_corymbosum_Canada_2018","TNT",43.3824595871023,-80.8352397101721,"2018-07-01","2018-07-01","2018"
"Breno_M_Freitas_Gossypium_hirsutum_Brazil_2011","CO1",-4.71815719479257,-39.1890999605973,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Gossypium_hirsutum_Brazil_2011","CO2",-4.71949965671212,-39.1926115698978,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC1",-3.86851204744879,-41.0950445856371,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC2",-3.86857708983544,-41.0910500398361,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC3",-3.87555232634127,-41.0942535929857,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC4",-3.87497232087295,-41.0897092535491,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC5",-3.88347812767888,-41.1027280059606,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC6",-3.88320954005859,-41.0973211876112,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC7",-3.89134422754456,-41.1017708568167,"2011-01-01","2011-12-01","2011"
"Breno_M_Freitas_Malpighia_emarginata_Brazil_2011","AC8",-3.89318221580196,-41.0959875366017,"2011-01-01","2011-12-01","2011"
"Carlos_H_Vergara_Coffea_arabica_Mexico_2004","MIR1",19.2110667,-96.8997333,"2004-05-01","2004-05-01","2004"
"Carlos_H_Vergara_Coffea_arabica_Mexico_2004","MIR2",19.2135333,-96.8995167,"2004-05-01","2004-05-01","2004"
"Carlos_H_Vergara_Coffea_arabica_Mexico_2004","MIR3",19.2098833,-96.8965,"2004-05-01","2004-05-01","2004"
"Carlos_H_Vergara_Coffea_arabica_Mexico_2004","MIR4",19.2101167,-96.8876667,"2004-05-01","2004-05-01","2004"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_01",44.299605,-73.187766,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_01",44.299605,-73.187766,"2015-05-01","2015-05-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_02",44.4010957014,-73.0691734064,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_02",44.4010957014,-73.0691734064,"2015-05-01","2015-06-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_02",44.4010957014,-73.0691734064,"2013-05-01","2013-06-01","2013"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_03",44.5161895867,-72.9278982195,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_03",44.5161895867,-72.9278982195,"2015-05-01","2015-05-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_03",44.5161895867,-72.9278982195,"2013-05-01","2013-06-01","2013"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_05",44.214885,-72.793697,"2015-05-01","2015-06-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_06",44.3917677495,-73.0959985426,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_06",44.3917677495,-73.0959985426,"2015-05-01","2015-06-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_06",44.3917677495,-73.0959985426,"2013-05-01","2013-06-01","2013"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_07",44.1900231201,-72.8462866788,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_07",44.1900231201,-72.8462866788,"2015-05-01","2015-06-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_07",44.1900231201,-72.8462866788,"2013-05-01","2013-06-01","2013"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_09",44.1007070105,-73.0757323969,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_09",44.1007070105,-73.0757323969,"2015-05-01","2015-06-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_09",44.1007070105,-73.0757323969,"2013-05-01","2013-06-01","2013"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2014","Nich_VTblu_Site_10",44.3688490193,-73.014138027,"2014-05-01","2014-06-01","2014"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2015","Nich_VTblu_Site_10",44.3688490193,-73.014138027,"2015-05-01","2015-06-01","2015"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_10",44.3688490193,-73.014138027,"2013-05-01","2013-06-01","2013"
"Charlie_Nicholson_Vaccinium_corymbosum_USA_2013","Nich_VTblu_Site_15",44.6131031472,-73.086652461,"2013-05-01","2013-06-01","2013"
"Claire_Kremen_Fragaria_ananassa_USA_2012","AR",36.3722,-121.51261,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","C",36.83217,-121.7667,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","CB",36.91617,-121.83333,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","DS",36.89917,-121.64,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","F",37.02467,-121.935,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","FE",36.8915,-121.745,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","LE",36.9815,-121.785,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","M",36.9445,-121.78667,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","RB",36.67833,-121.68667,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","RF",36.66467,-121.545,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","RH",36.89633,-121.77667,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","RK",36.9045,-121.82,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","S",36.98883,-122.145,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","SH",37.0605,-122.15667,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","TB",36.9025,-121.73333,"2012-01-01","2012-12-01","2012"
"Claire_Kremen_Fragaria_ananassa_USA_2012","UC",36.9835,-122.05667,"2012-01-01","2012-12-01","2012"
"David_Crowder_Fragaria_ananassa_USA_2016","site_3",47.57,-122.316,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_5",47.57,-122.316,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_6",47.057,-122.97,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_7",47.057,-122.97,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_8",47.678,-121.949,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_13",47.678,-121.949,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_18",47.063,-122.926,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_23",47.063,-122.926,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_24",48.543,-122.413,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_25",48.543,-122.413,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_26",47.562,-122.303,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_29",47.562,-122.303,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_30",47.543,-122.287,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_31",47.543,-122.287,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_34",47.671,-121.976,"2016-07-01","2016-08-01","2016"
"David_Crowder_Fragaria_ananassa_USA_2016","site_36",47.671,-121.976,"2016-07-01","2016-08-01","2016"
"Georg_Andersson_Brassica_rapa_Sweden_2010","1.1",55.981034,13.11472,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","2.1",56.20546,13.755509,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","2.4",55.937886,13.290105,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","2.4.2",55.773553,13.861608,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","4.1",55.506062,13.864372,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","4.1.2",55.635744,13.751394,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","4.4",55.83502,13.518199,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Brassica_rapa_Sweden_2010","5.4",55.402118,13.202387,"2010-06-01","2010-08-01","2010"
"Georg_Andersson_Fragaria_ananassa_Sweden_2009","4.1",55.506072,13.86448,"2009-06-01","2009-08-01","2009"
"Georg_Andersson_Fragaria_ananassa_Sweden_2009","4.2",55.738088,13.706308,"2009-06-01","2009-08-01","2009"
"Georg_Andersson_Fragaria_ananassa_Sweden_2009","4.3",55.562438,13.362367,"2009-06-01","2009-08-01","2009"
