bio01,bio02,bio05,bio08,bio14,ec,elevation,es,gHM,pdsi,soil_den_b10,moss,shrub,management,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0,log_visit_rate
-0.3568728810566101,0.7356469717046205,0.6976205452654245,0.6125133178772549,1.2897952205024876,-0.6092289998290099,-0.538454291232706,0.1658547114622785,0.2729911468848652,1.794726419641372,0.6167363366075702,-0.1229787930355359,-0.69806971034047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3566749439387324
-0.3392307116298056,0.8273524062808216,0.79326762502747,0.628475248188895,1.2511478021954086,-0.8090622772174241,-0.5636189763986844,0.8275863609277142,0.9058330368213636,1.668715405598569,0.8732375202787414,-0.1229787930355359,-0.7143119163990445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3215885422030012,0.9190578408570228,0.8410911649084926,0.8679042028634961,1.2897952205024876,-0.8865038642420444,-0.641048776909387,0.8745553284921702,0.0468890651534502,1.425841718683994,1.001488112114327,-0.1229787930355359,-0.6723985593953125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.2863042033493923,0.8273524062808216,0.8171793949679812,0.8679042028634961,1.3284426388095667,-1.7144888575992647,-0.6952496372668787,4.765252841203511,1.2464666624158678,1.3895434641214033,1.322114591703291,-0.1229787930355359,-0.7895134733393581,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.70805020110221
-0.3392307116298056,0.8732051235689222,0.79326762502747,0.8519422725518561,1.3284426388095667,-0.507096138348823,-0.6216913267817114,-0.2683801423595948,0.3243287579383638,1.422595533198565,1.1297387039499125,-0.1229787930355359,-0.7850522962029081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.791759469228055
-0.2333776950689789,0.5980888198403187,0.8650029348490039,0.9477138544216964,1.2897952205024876,-1.7144888575992647,-0.6507275019732248,5.0156389457664,0.7539281422187845,1.7472140700552226,1.1297387039499125,-0.1229787930355359,-0.654620426379925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3215885422030012,0.9190578408570228,0.8650029348490039,0.8679042028634961,1.2897952205024876,-0.6607445087781169,-0.6120126017178735,0.216832831703177,0.374852529689794,1.6200226250877767,0.680861632525363,-0.1229787930355359,-0.6693554716713419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.4097993893370235,1.010763275433224,0.8171793949679812,0.7880945513052957,1.2897952205024876,-0.5146058682197259,-0.5287755661688682,-0.2599748812667777,-0.1298810247461547,1.6852414403142144,0.8091122243609485,-0.1229787930355359,-0.451448409517657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.392157219910219,1.240026861873727,0.8889147047895153,0.8040564816169358,1.2511478021954086,-1.7144888575992647,-0.6236270717944788,4.546804273122598,-0.2346450892351723,1.6386144140100791,0.8091122243609485,-0.1229787930355359,-0.5557740123118551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6286086594223742
-0.392157219910219,0.8273524062808216,0.6976205452654245,0.5805894572539748,1.2511478021954086,-0.5189513184774927,-0.5307113111816358,-0.2086285756426596,0.6675529797963454,1.7640352124134964,1.0656134080321198,-0.1229787930355359,-0.4957323895406063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.70805020110221
-0.3392307116298056,1.010763275433224,0.8410911649084926,0.8519422725518561,1.2511478021954086,-0.3694602550932239,-0.6662134620753652,-0.5478075170194799,0.1682806340931863,1.4149227316571926,0.3602351529363989,-0.1229787930355359,-0.7462456015807181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4054651081081644
-0.3392307116298056,0.8732051235689222,0.79326762502747,0.8519422725518561,1.2897952205024876,-0.5013420541737482,-0.6352415418710843,-0.2370934859821623,-0.1431368438305018,1.4072499297616914,0.8732375202787414,-0.1229787930355359,-0.7429226816520197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.3745150504834146,1.240026861873727,0.936738244670538,0.8200184119285759,1.2511478021954086,-0.6087760796690924,-0.6681492070881329,0.0364434078974433,-0.4349119105353349,1.6867169792356147,0.4243604488541918,-0.1229787930355359,-0.6204198832023085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6286086594223742
-0.3392307116298056,1.010763275433224,0.8410911649084926,0.8519422725518561,1.2511478021954086,-0.5463971143971178,-0.6565347370115274,-0.1800075852950107,-0.2073086874012752,1.4104961152471207,0.8091122243609485,-0.1229787930355359,-0.5812981675998028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.3568728810566101,0.7356469717046205,0.6976205452654245,0.6125133178772549,1.2897952205024876,-0.6092289998290099,-0.538454291232706,0.1658547114622785,0.2729911468848652,1.794726419641372,0.8091122243609485,-0.1229787930355359,-0.7422000517497699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.6094379124341005
-0.3039463727761968,0.8732051235689222,0.8410911649084926,0.8838661331751362,1.2897952205024876,-0.2913962959968718,-0.658470482024295,-0.7770218811941219,0.1465258493340013,1.4072499297616914,0.8732375202787414,-0.1229787930355359,-0.7123199251640011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.8362480242006186
-0.3392307116298056,0.8273524062808216,0.79326762502747,0.628475248188895,1.2511478021954086,-0.8090622772174241,-0.5597474863731493,0.8275863609277142,0.9058330368213636,1.668715405598569,0.8732375202787414,-0.1229787930355359,-0.7199030473319934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.3568728810566101,1.010763275433224,0.8410911649084926,0.835980342240216,1.2511478021954086,-0.7655943308084333,-0.5771691914880573,0.4971209337546541,-0.3260146770606039,1.4149227316571926,0.2961098570186061,-0.1229787930355359,-0.6636582725062237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3566749439387324
-0.3392307116298056,0.9190578408570228,0.8171793949679812,0.8519422725518561,1.2897952205024876,-0.7466370526988382,-0.6371772868838519,0.4308557400175631,0.0468890651534502,1.425841718683994,1.001488112114327,-0.1229787930355359,-0.6822083246628063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.6094379124341005
-0.5332945753246546,1.1483214272975255,0.6258852354438905,0.6603991088121751,1.4830323120378828,0.2046603671430788,-0.3952091602879063,-0.3559006498373314,-0.6187915290384068,1.482797516375544,0.4243604488541918,-0.1229787930355359,-0.6060088011576168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.203972804325936
-0.4097993893370235,1.010763275433224,0.8171793949679812,0.7880945513052957,1.2897952205024876,-0.4942799685231631,-0.5268398211561007,-0.2847833274955411,-0.1298810247461547,1.6852414403142144,1.001488112114327,-0.1229787930355359,-0.4458870366447152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.791759469228055
-0.392157219910219,1.240026861873727,0.8889147047895153,0.8040564816169358,1.2511478021954086,-0.6239958003525643,-0.6681492070881329,0.5074615518379691,-0.2346450892351723,1.6386144140100791,0.680861632525363,-0.1229787930355359,-0.5856383186832977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.392157219910219,0.8273524062808216,0.6976205452654245,0.5805894572539748,1.2511478021954086,-0.5189513184774927,-0.5307113111816358,-0.2086285756426596,0.6675529797963454,1.7640352124134964,1.0656134080321198,-0.1229787930355359,-0.495989970497404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.5332945753246546,1.1941741445856262,0.6497970053844019,0.6603991088121751,1.4443848937308037,0.0017661397407466,-0.4048878853517442,-0.3170685097094439,0.0569727387447432,1.5087669995507196,0.4884857447719846,-0.1229787930355359,-0.5005657939890551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5108256237659907
-0.3745150504834146,0.8732051235689222,0.7454440851464472,0.6125133178772549,1.2125003838883297,-0.4244540167540014,-0.5713619564497546,0.7632754941858604,0.5718336241666202,1.794726419641372,0.8732375202787414,-0.1229787930355359,-0.5334843066822451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.4011973816621555
-0.6038632530318724,1.102468710009425,0.5541499256223564,0.6125133178772549,1.4443848937308037,0.5856619991921175,-0.3158436147644363,-0.8029985368709729,-0.5079439390841555,1.5913971724206877,0.3602351529363989,-0.1229787930355359,-0.7902117071786233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.6094379124341005
-0.3392307116298056,0.9190578408570228,0.8171793949679812,0.8519422725518561,1.2897952205024876,-0.7940188172698338,-0.6236270717944788,0.6874501271548811,-0.0029989075189953,1.425841718683994,1.1297387039499125,-0.1229787930355359,-0.7324046737603259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.3215885422030012,0.781499688992721,0.7693558550869586,0.6444371785005351,1.2511478021954086,-0.500092339768526,-0.5868479165518952,-0.2079720296648072,0.0509337233352803,1.7575428417967671,1.0656134080321198,-0.1229787930355359,-0.494173844755657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5679840376059393
-0.3392307116298056,0.9190578408570228,0.8171793949679812,0.8519422725518561,1.2897952205024876,-0.5741885240686667,-0.6333057968583167,0.6000514634909274,0.0468890651534502,0.7839823392235509,1.001488112114327,-0.1229787930355359,-0.6822083246628063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.6094379124341005
-0.3392307116298056,0.8732051235689222,0.79326762502747,0.8519422725518561,1.3284426388095667,-0.3082744088732548,-0.6197555817689437,-0.1029106014647598,0.3243287579383638,0.7760144296854212,1.001488112114327,-0.1229787930355359,-0.7673780058643905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.3392307116298056,0.9649105581451232,0.8171793949679812,0.8519422725518561,1.2897952205024876,-0.7120591858872369,-0.6255628168072465,0.8398743424207852,-0.0029989075189953,0.7839823392235509,0.9373628161965342,-0.1229787930355359,-0.7444553950008798,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.3217558399823195
-0.3568728810566101,0.7356469717046205,0.6976205452654245,0.6125133178772549,1.2897952205024876,-0.4771821646827377,-0.5345828012071709,0.4221124231825142,0.2729911468848652,0.959866564701789,0.4243604488541918,-0.1229787930355359,-0.6909999900462094,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.3217558399823195
-0.392157219910219,0.9190578408570228,0.79326762502747,0.6125133178772549,1.2511478021954086,0.1825175558198701,-0.5442615262710088,0.1103732477192416,0.6449812769989133,0.9451111765501724,0.8732375202787414,-0.1229787930355359,-0.5041348194438816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0986122886681098
-0.3745150504834146,1.240026861873727,0.9128264747300266,0.8200184119285759,1.2897952205024876,-0.594726592656909,-0.6778279321519707,0.7193262477732111,0.0083754546836041,0.881072792602507,0.8732375202787414,-0.1229787930355359,-0.6889061588010321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.203972804325936
-0.3215885422030012,0.8273524062808216,0.7693558550869586,0.6444371785005351,1.2511478021954086,-0.1427042355301515,-0.6371772868838519,-0.2724595917946628,0.2629562523775768,1.000296327677694,1.001488112114327,-0.1229787930355359,-0.4930474521400566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.2863042033493923,0.8273524062808216,0.8171793949679812,0.8679042028634961,1.3284426388095667,-1.7144888575992647,-0.6913781472413436,4.637018937780404,1.2464666624158678,0.7332238045061015,1.835116959045633,-0.1229787930355359,-0.7876591371549134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.4011973816621555
-0.4097993893370235,1.010763275433224,0.8171793949679812,0.7880945513052957,1.2897952205024876,-0.3895482025715835,-0.5423257812582413,0.0577104526807584,-0.1298810247461547,0.9200270170111408,0.8732375202787414,-0.1229787930355359,-0.4386746022005929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0149030205422647
-0.392157219910219,1.240026861873727,0.8889147047895153,0.8040564816169358,1.2511478021954086,-0.50696691004468,-0.6526632469859923,0.3353463993663246,-0.2346450892351723,0.9067471677809248,0.8091122243609485,-0.1229787930355359,-0.6026899075191143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.6094379124341005
-0.392157219910219,0.8273524062808216,0.6976205452654245,0.5805894572539748,1.2511478021954086,-0.4435950282239549,-0.5345828012071709,0.2143246191222746,0.6675529797963454,0.9637029654724748,1.0656134080321198,-0.1229787930355359,-0.495989970497404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5679840376059393
-0.3392307116298056,0.8732051235689222,0.79326762502747,0.8519422725518561,1.2897952205024876,-0.2736521093899844,-0.6371772868838519,-0.1588518098644805,-0.1431368438305018,0.7612590415338047,0.9373628161965342,-0.1229787930355359,-0.7429226816520197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.302585092994045
-0.3745150504834146,1.240026861873727,0.936738244670538,0.8200184119285759,1.2511478021954086,-0.4768511095872038,-0.6565347370115274,0.2423903710967679,-0.4349119105353349,0.9359628360874,0.4243604488541918,-0.1229787930355359,-0.6456768608161916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.455287232606842
-0.9919909804215704,-0.5023763950740952,-0.6892621112842334,0.1815411994629729,-0.5652808582373061,-0.5959244092580894,-0.277128714509085,-0.0508384100378086,-0.0346859240957637,-0.7992707966608321,0.1037339692652277,-0.1229787930355359,-0.8086540504677603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.499809670330265
-1.0625596581287882,-0.5023763950740952,-0.7849091910462789,0.1176934782164126,-0.526633439930227,-0.6888848347210096,-0.1784057188579392,-0.117938762450251,1.1429376918876282,-0.847668469528996,-0.3451431021593218,-0.1229787930355359,-0.6648200105854727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.560681631015528
-0.9567066415679616,-0.5023763950740952,-0.6653503413437221,0.1975031297746129,-0.5652808582373061,-0.8966905708027318,-0.3352010648921119,-0.1712479971457894,0.166536295422589,-0.7550046325601119,-0.0886419184881506,-0.1229787930355359,-0.5404149463813432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.700480365792417
-0.9919909804215704,-0.5023763950740952,-0.7131738812247448,0.1655792691513328,-0.5652808582373061,-0.3887626989269269,-0.2829359495473877,-0.6052503987049073,1.0362665849602484,-0.826125603118022,-0.0245166225703578,-0.1229787930355359,-0.667219178286652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.966146739123692
-0.974348810994766,-0.5023763950740952,-0.6892621112842334,0.1815411994629729,-0.5652808582373061,-0.8968004425071169,-0.3216508498027389,-0.2624566714640149,0.8695365112573011,-0.7792034691712585,-0.2168925103237362,-0.1229787930355359,-0.7314271305784614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.799092654460526
-0.9919909804215704,-0.5023763950740952,-0.7131738812247448,0.1655792691513328,-0.5652808582373061,-0.4220888479447104,-0.2674499894452471,-0.5072918586756792,0.8319486218200935,-0.8166821546584918,0.0396086733474349,-0.1229787930355359,-0.7148904104245665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.480638923341991
2.0601043304156,1.560995882890431,1.5823560330643442,1.5861910668872994,-1.492818897607203,2.583334753182194,-0.019674627810999,0.4200153719436721,0.8573616089773204,-0.9063949137845748,0.9373628161965342,-0.1229787930355359,3.535441996596149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.272398392570047
2.0248199915619907,1.5151431656023302,1.5345324931833215,1.570229136575659,-1.492818897607203,-0.0336813610491546,0.0751768778146115,1.2120185188233954,-1.2701841664255558,-0.9122970691160476,0.6167363366075702,-0.1229787930355359,5.076691559102105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.272398392570047
2.0248199915619907,1.5151431656023302,1.5345324931833215,1.5542672062640193,-1.492818897607203,0.7088777970153662,0.0132330374060495,1.6741799733873926,-0.6854869348287789,-0.9232160561428486,-0.1527672144059434,-0.1229787930355359,3.643962434278707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.326488243514733
1.9895356527083816,1.4692904483142295,1.4867089533022988,1.5383052759523792,-1.492818897607203,1.0075014445910817,0.0325904875337251,1.631881492587663,-2.1964172077686075,-0.9034438362959034,-0.1527672144059434,-0.1229787930355359,3.965916537178007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.173786103901937
0.11946569346711,2.0195230557714368,0.8410911649084926,-0.9357939223518325,0.3622571811325907,-0.9377313257691158,0.241650948912622,0.8747233770552937,-0.4096380902650053,-0.9648262503975256,0.5526110406897774,-0.1229787930355359,-0.7976372789737008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7066305310311608
